name,rank,year,industry,sector,headquarters_state
Boeing,27,2018,Aerospace & Defense,Aerospace & Defense,IL
Phillips 66,28,2018,Petroleum Refining,Energy,TX
Anthem,29,2018,Health Care: Insurance and Managed Care,Health Care,IN
Microsoft,30,2018,Computer Software,Technology,WA
Valero Energy,31,2018,Petroleum Refining,Energy,TX
Citigroup,32,2018,Commercial Banks,Financials,NY
Comcast,33,2018,Telecommunications,Telecommunications,PA
IBM,34,2018,Information Technology Services,Technology,NY
Dell Technologies,35,2018,"Computers, Office Equipment",Technology,TX
State Farm Insurance Cos.,36,2018,Insurance: Property and Casualty (Mutual),Financials,IL
Johnson & Johnson,37,2018,Pharmaceuticals,Health Care,NJ
Freddie Mac,38,2018,Diversified Financials,Financials,VA
Target,39,2018,General Merchandisers,Retailing,MN
Lowe's,40,2018,Specialty Retailers: Other,Retailing,NC
Marathon Petroleum,41,2018,Petroleum Refining,Energy,OH
Procter & Gamble,42,2018,Household and Personal Products,Household Products,OH
MetLife,43,2018,"Insurance: Life, Health (Stock)",Financials,NY
UPS,44,2018,"Mail, Package, and Freight Delivery",Transportation,GA
PepsiCo,45,2018,Food Consumer Products,"Food, Beverages & Tobacco",NY
Intel,46,2018,Semiconductors and Other Electronic Components,Technology,CA
DowDuPont,47,2018,Chemicals,Chemicals,MI
Archer Daniels Midland,48,2018,Food Production,"Food, Beverages & Tobacco",IL
Aetna,49,2018,Health Care: Insurance and Managed Care,Health Care,CT
FedEx,50,2018,"Mail, Package, and Freight Delivery",Transportation,TN
United Technologies,51,2018,Aerospace & Defense,Aerospace & Defense,CT
Prudential Financial,52,2018,"Insurance: Life, Health (Stock)",Financials,NJ
Albertsons Cos.,53,2018,Food & Drug Stores,Food & Drug Stores,ID
Sysco,54,2018,Wholesalers: Food and Grocery,Wholesalers,TX
Disney,55,2018,Entertainment,Media,CA
Humana,56,2018,Health Care: Insurance and Managed Care,Health Care,KY
Pfizer,57,2018,Pharmaceuticals,Health Care,NY
HP,58,2018,"Computers, Office Equipment",Technology,CA
Lockheed Martin,59,2018,Aerospace & Defense,Aerospace & Defense,MD
AIG,60,2018,Insurance: Property and Casualty (Stock),Financials,NY
Centene,61,2018,Health Care: Insurance and Managed Care,Health Care,MO
Cisco Systems,62,2018,Network and Other Communications Equipment,Technology,CA
HCA Healthcare,63,2018,Health Care: Medical Facilities,Health Care,TN
Energy Transfer Equity,64,2018,Pipelines,Energy,TX
Caterpillar,65,2018,Construction and Farm Machinery,Industrials,IL
Nationwide,66,2018,Insurance: Property and Casualty (Mutual),Financials,OH
Morgan Stanley,67,2018,Commercial Banks,Financials,NY
Liberty Mutual Insurance Group,68,2018,Insurance: Property and Casualty (Stock),Financials,MA
New York Life Insurance,69,2018,"Insurance: Life, Health (Mutual)",Financials,NY
Goldman Sachs Group,70,2018,Commercial Banks,Financials,NY
American Airlines Group,71,2018,Airlines,Transportation,TX
Best Buy,72,2018,Specialty Retailers: Other,Retailing,MN
Cigna,73,2018,Health Care: Insurance and Managed Care,Health Care,CT
Charter Communications,74,2018,Telecommunications,Telecommunications,CT
Delta Air Lines,75,2018,Airlines,Transportation,GA
Facebook,76,2018,Internet Services and Retailing,Technology,CA
Honeywell International,77,2018,"Electronics, Electrical Equipment",Industrials,NJ
Merck,78,2018,Pharmaceuticals,Health Care,NJ
Allstate,79,2018,Insurance: Property and Casualty (Stock),Financials,IL
Tyson Foods,80,2018,Food Production,"Food, Beverages & Tobacco",AR
United Continental Holdings,81,2018,Airlines,Transportation,IL
Oracle,82,2018,Computer Software,Technology,CA
Tech Data,83,2018,Wholesalers: Electronics and Office Equipment,Wholesalers,FL
TIAA,84,2018,"Insurance: Life, Health (Mutual)",Financials,NY
TJX,85,2018,Specialty Retailers: Apparel,Retailing,MA
American Express,86,2018,Diversified Financials,Financials,NY
Coca-Cola,87,2018,Beverages,"Food, Beverages & Tobacco",GA
Publix Super Markets,88,2018,Food & Drug Stores,Food & Drug Stores,FL
Nike,89,2018,Apparel,Apparel,OR
Andeavor,90,2018,Petroleum Refining,Energy,TX
World Fuel Services,91,2018,Energy,Energy,FL
Exelon,92,2018,Utilities: Gas and Electric,Energy,IL
Massachusetts Mutual Life Insurance,93,2018,"Insurance: Life, Health (Mutual)",Financials,MA
Rite Aid,94,2018,Food & Drug Stores,Food & Drug Stores,PA
ConocoPhillips,95,2018,"Mining, Crude-Oil Production",Energy,TX
CHS,96,2018,Food Production,"Food, Beverages & Tobacco",MN
3M,97,2018,Miscellaneous,Industrials,MN
Time Warner,98,2018,Entertainment,Media,NY
General Dynamics,99,2018,Aerospace & Defense,Aerospace & Defense,VA
USAA,100,2018,Insurance: Property and Casualty (Stock),Financials,TX
Capital One Financial,101,2018,Commercial Banks,Financials,VA
Deere,102,2018,Construction and Farm Machinery,Industrials,IL
INTL FCStone,103,2018,Diversified Financials,Financials,NY
Northwestern Mutual,104,2018,"Insurance: Life, Health (Mutual)",Financials,WI
Enterprise Products Partners,105,2018,Pipelines,Energy,TX
Travelers Cos.,106,2018,Insurance: Property and Casualty (Stock),Financials,NY
Hewlett Packard Enterprise,107,2018,"Computers, Office Equipment",Technology,CA
Philip Morris International,108,2018,Tobacco,"Food, Beverages & Tobacco",NY
Twenty-First Century Fox,109,2018,Entertainment,Media,NY
AbbVie,110,2018,Pharmaceuticals,Health Care,IL
Abbott Laboratories,111,2018,Medical Products and Equipment,Health Care,IL
Progressive,112,2018,Insurance: Property and Casualty (Stock),Financials,OH
Arrow Electronics,113,2018,Wholesalers: Electronics and Office Equipment,Wholesalers,CO
Kraft Heinz,114,2018,Food Consumer Products,"Food, Beverages & Tobacco",PA
Plains GP Holdings,115,2018,Pipelines,Energy,TX
Gilead Sciences,116,2018,Pharmaceuticals,Health Care,CA
Mondelez International,117,2018,Food Consumer Products,"Food, Beverages & Tobacco",IL
Northrop Grumman,118,2018,Aerospace & Defense,Aerospace & Defense,VA
Raytheon,119,2018,Aerospace & Defense,Aerospace & Defense,MA
Macy's,120,2018,General Merchandisers,Retailing,OH
US Foods Holding,121,2018,Wholesalers: Food and Grocery,Wholesalers,IL
U.S. Bancorp,122,2018,Commercial Banks,Financials,MN
Dollar General,123,2018,Specialty Retailers: Other,Retailing,TN
International Paper,124,2018,"Packaging, Containers",Materials,TN
Duke Energy,125,2018,Utilities: Gas and Electric,Energy,NC
Southern,126,2018,Utilities: Gas and Electric,Energy,GA
Marriott International,127,2018,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",MD
Avnet,128,2018,Wholesalers: Electronics and Office Equipment,Wholesalers,AZ
Eli Lilly,129,2018,Pharmaceuticals,Health Care,IN
Amgen,130,2018,Pharmaceuticals,Health Care,CA
McDonald's,131,2018,Food Services,"Hotels, Restaurants & Leisure",IL
Starbucks,132,2018,Food Services,"Hotels, Restaurants & Leisure",WA
Qualcomm,133,2018,Semiconductors and Other Electronic Components,Technology,CA
Dollar Tree,134,2018,Specialty Retailers: Other,Retailing,VA
PBF Energy,135,2018,Petroleum Refining,Energy,NJ
Icahn Enterprises,136,2018,Diversified Financials,Financials,NY
Aflac,137,2018,"Insurance: Life, Health (Stock)",Financials,GA
AutoNation,138,2018,"Automotive Retailing, Services",Retailing,FL
Penske Automotive Group,139,2018,"Automotive Retailing, Services",Retailing,MI
Whirlpool,140,2018,"Electronics, Electrical Equipment",Industrials,MI
Union Pacific,141,2018,Railroads,Transportation,NE
Southwest Airlines,142,2018,Airlines,Transportation,TX
ManpowerGroup,143,2018,Temporary Help,Business Services,WI
Thermo Fisher Scientific,144,2018,"Scientific, Photographic and Control Equipment",Technology,MA
Bristol-Myers Squibb,145,2018,Pharmaceuticals,Health Care,NY
Halliburton,146,2018,"Oil and Gas Equipment, Services",Energy,TX
Tenet Healthcare,147,2018,Health Care: Medical Facilities,Health Care,TX
Lear,148,2018,Motor Vehicles & Parts,Motor Vehicles & Parts,MI
Cummins,149,2018,Industrial Machinery,Industrials,IN
Micron Technology,150,2018,Semiconductors and Other Electronic Components,Technology,ID
Nucor,151,2018,Metals,Materials,NC
Molina Healthcare,152,2018,Health Care: Insurance and Managed Care,Health Care,CA
Fluor,153,2018,Engineering & Construction,Engineering & Construction,TX
Altria Group,154,2018,Tobacco,"Food, Beverages & Tobacco",VA
Paccar,155,2018,Construction and Farm Machinery,Industrials,WA
Hartford Financial Services,156,2018,Insurance: Property and Casualty (Stock),Financials,CT
Kohl's,157,2018,General Merchandisers,Retailing,WI
Western Digital,158,2018,"Computers, Office Equipment",Technology,CA
Jabil,159,2018,Semiconductors and Other Electronic Components,Technology,FL
Community Health Systems,160,2018,Health Care: Medical Facilities,Health Care,TN
Visa,161,2018,Financial Data Services,Business Services,CA
Danaher,162,2018,Medical Products and Equipment,Health Care,DC
Kimberly-Clark,163,2018,Household and Personal Products,Household Products,TX
AECOM,164,2018,Engineering & Construction,Engineering & Construction,CA
PNC Financial Services,165,2018,Commercial Banks,Financials,PA
CenturyLink,166,2018,Telecommunications,Telecommunications,LA
NextEra Energy,167,2018,Utilities: Gas and Electric,Energy,FL
PG&E Corp.,168,2018,Utilities: Gas and Electric,Energy,CA
Synnex,169,2018,Wholesalers: Electronics and Office Equipment,Wholesalers,CA
WellCare Health Plans,170,2018,Health Care: Insurance and Managed Care,Health Care,FL
Performance Food Group,171,2018,Wholesalers: Food and Grocery,Wholesalers,VA
Sears Holdings,172,2018,General Merchandisers,Retailing,IL
Synchrony Financial,173,2018,Diversified Financials,Financials,CT
CarMax,174,2018,"Automotive Retailing, Services",Retailing,VA
Bank of New York Mellon,175,2018,Commercial Banks,Financials,NY
Freeport-McMoRan,176,2018,"Mining, Crude-Oil Production",Energy,AZ
Genuine Parts,177,2018,Wholesalers: Diversified,Wholesalers,GA
Emerson Electric,178,2018,Industrial Machinery,Industrials,MO
DaVita,179,2018,Health Care: Medical Facilities,Health Care,CO
Supervalu,180,2018,Food & Drug Stores,Food & Drug Stores,MN
Gap,181,2018,Specialty Retailers: Apparel,Retailing,CA
General Mills,182,2018,Food Consumer Products,"Food, Beverages & Tobacco",MN
Nordstrom,183,2018,General Merchandisers,Retailing,WA
Colgate-Palmolive,184,2018,Household and Personal Products,Household Products,NY
American Electric Power,185,2018,Utilities: Gas and Electric,Energy,OH
XPO Logistics,186,2018,Transportation and Logistics,Transportation,CT
Goodyear Tire & Rubber,187,2018,Motor Vehicles & Parts,Motor Vehicles & Parts,OH
Omnicom Group,188,2018,"Advertising, Marketing",Business Services,NY
CDW,189,2018,Information Technology Services,Technology,IL
Sherwin-Williams,190,2018,Chemicals,Chemicals,OH
PPG Industries,191,2018,Chemicals,Chemicals,PA
Texas Instruments,192,2018,Semiconductors and Other Electronic Components,Technology,TX
C.H. Robinson Worldwide,193,2018,Transportation and Logistics,Transportation,MN
WestRock,194,2018,"Packaging, Containers",Materials,GA
Cognizant Technology Solutions,195,2018,Information Technology Services,Technology,NJ
Newell Brands,196,2018,"Home Equipment, Furnishings",Household Products,NJ
CBS,197,2018,Entertainment,Media,NY
Envision Healthcare,198,2018,Health Care: Pharmacy and Other Services,Health Care,TN
Monsanto,199,2018,Chemicals,Chemicals,MO
Aramark,200,2018,Diversified Outsourcing Services,Business Services,PA
Applied Materials,201,2018,Semiconductors and Other Electronic Components,Technology,CA
Waste Management,202,2018,Waste Management,Business Services,TX
DISH Network,203,2018,Telecommunications,Telecommunications,CO
Illinois Tool Works,204,2018,Industrial Machinery,Industrials,IL
Lincoln National,205,2018,"Insurance: Life, Health (Stock)",Financials,PA
HollyFrontier,206,2018,Petroleum Refining,Energy,TX
CBRE Group,207,2018,Real Estate,Financials,CA
Textron,208,2018,Aerospace & Defense,Aerospace & Defense,RI
Ross Stores,209,2018,Specialty Retailers: Apparel,Retailing,CA
Principal Financial,210,2018,"Insurance: Life, Health (Stock)",Financials,IA
D.R. Horton,211,2018,Homebuilders,Engineering & Construction,TX
Marsh & McLennan,212,2018,Diversified Financials,Financials,NY
Devon Energy,213,2018,"Mining, Crude-Oil Production",Energy,OK
AES,214,2018,Utilities: Gas and Electric,Energy,VA
Ecolab,215,2018,Chemicals,Chemicals,MN
Land O'Lakes,216,2018,Food Consumer Products,"Food, Beverages & Tobacco",MN
Loews,217,2018,Insurance: Property and Casualty (Stock),Financials,NY
Kinder Morgan,218,2018,Pipelines,Energy,TX
FirstEnergy,219,2018,Utilities: Gas and Electric,Energy,OH
Occidental Petroleum,220,2018,"Mining, Crude-Oil Production",Energy,TX
Viacom,221,2018,Entertainment,Media,NY
PayPal Holdings,222,2018,Financial Data Services,Business Services,CA
NGL Energy Partners,223,2018,Energy,Energy,OK
Celgene,224,2018,Pharmaceuticals,Health Care,NJ
Arconic,225,2018,Aerospace & Defense,Aerospace & Defense,NY
Kellogg,226,2018,Food Consumer Products,"Food, Beverages & Tobacco",MI
Las Vegas Sands,227,2018,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",NV
Stanley Black & Decker,228,2018,"Home Equipment, Furnishings",Household Products,CT
Booking Holdings,229,2018,Internet Services and Retailing,Technology,CT
Lennar,230,2018,Homebuilders,Engineering & Construction,FL
L Brands,231,2018,Specialty Retailers: Apparel,Retailing,OH
DTE Energy,232,2018,Utilities: Gas and Electric,Energy,MI
Dominion Energy,233,2018,Utilities: Gas and Electric,Energy,VA
Reinsurance Group of America,234,2018,"Insurance: Life, Health (Stock)",Financials,MO
J.C. Penney,235,2018,General Merchandisers,Retailing,TX
Mastercard,236,2018,Financial Data Services,Business Services,NY
BlackRock,237,2018,Securities,Financials,NY
Henry Schein,238,2018,Wholesalers: Health Care,Wholesalers,NY
Guardian Life Ins. Co. of America,239,2018,"Insurance: Life, Health (Mutual)",Financials,NY
Stryker,240,2018,Medical Products and Equipment,Health Care,MI
Jefferies Financial Group,241,2018,Diversified Financials,Financials,NY
VF,242,2018,Apparel,Apparel,NC
ADP,243,2018,Diversified Outsourcing Services,Business Services,NJ
Edison International,244,2018,Utilities: Gas and Electric,Energy,CA
Biogen,245,2018,Pharmaceuticals,Health Care,MA
United States Steel,246,2018,Metals,Materials,PA
Core-Mark Holding,247,2018,Wholesalers: Food and Grocery,Wholesalers,CA
Bed Bath & Beyond,248,2018,Specialty Retailers: Other,Retailing,NJ
Oneok,249,2018,Pipelines,Energy,OK
BB&T Corp.,250,2018,Commercial Banks,Financials,NC
Becton Dickinson,251,2018,Medical Products and Equipment,Health Care,NJ
Ameriprise Financial,252,2018,Diversified Financials,Financials,MN
Farmers Insurance Exchange,253,2018,Insurance: Property and Casualty (Mutual),Financials,CA
First Data,254,2018,Financial Data Services,Business Services,NY
Consolidated Edison,255,2018,Utilities: Gas and Electric,Energy,NY
Parker-Hannifin,256,2018,Industrial Machinery,Industrials,OH
Anadarko Petroleum,257,2018,"Mining, Crude-Oil Production",Energy,TX
Estee Lauder,258,2018,Household and Personal Products,Household Products,NY
State Street Corp.,259,2018,Commercial Banks,Financials,MA
Tesla,260,2018,Motor Vehicles & Parts,Motor Vehicles & Parts,CA
Netflix,261,2018,Internet Services and Retailing,Technology,CA
Alcoa,262,2018,Metals,Materials,PA
Discover Financial Services,263,2018,Commercial Banks,Financials,IL
Praxair,264,2018,Chemicals,Chemicals,CT
CSX,265,2018,Railroads,Transportation,FL
Xcel Energy,266,2018,Utilities: Gas and Electric,Energy,MN
Unum Group,267,2018,"Insurance: Life, Health (Stock)",Financials,TN
Universal Health Services,268,2018,Health Care: Medical Facilities,Health Care,PA
NRG Energy,269,2018,Energy,Energy,NJ
EOG Resources,270,2018,"Mining, Crude-Oil Production",Energy,TX
Sempra Energy,271,2018,Utilities: Gas and Electric,Energy,CA
"Toys ""R"" Us",272,2018,Specialty Retailers: Other,Retailing,NJ
Group 1 Automotive,273,2018,"Automotive Retailing, Services",Retailing,TX
Entergy,274,2018,Utilities: Gas and Electric,Energy,LA
Molson Coors Brewing,275,2018,Beverages,"Food, Beverages & Tobacco",CO
L3 Technologies,276,2018,Aerospace & Defense,Aerospace & Defense,NY
Ball,277,2018,"Packaging, Containers",Materials,CO
AutoZone,278,2018,Specialty Retailers: Other,Retailing,TN
